"","Site","Year","Block","Trt","Plot","Tree_Number","Sp_code","Cond","DBH","CoreID","response","priorDBH","priorYear","PlotID","totalPlotBA_ha","priorBA","CanopyCover","maxVPD","minSWA"
"4418","FV",2011,2,1,13,35,"PIPO",1,24.9,"FV_2_1_13_35","Live",24.9,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4419","FV",2019,2,1,13,35,"PIPO",1,25.5,"FV_2_1_13_35","Live",24.9,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4420","FV",2006,2,1,13,37,"PIPO",1,37.5,"FV_2_1_13_37","Live",37,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4421","FV",2011,2,1,13,37,"PIPO",1,37.8,"FV_2_1_13_37","Live",37.5,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4422","FV",2019,2,1,13,37,"PIPO",1,39,"FV_2_1_13_37","Live",37.8,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4423","FV",2006,2,1,13,38,"PIPO",1,48.6,"FV_2_1_13_38","Live",47.1,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4424","FV",2011,2,1,13,38,"PIPO",1,49.5,"FV_2_1_13_38","Live",48.6,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4425","FV",2019,2,1,13,38,"PIPO",1,50.9,"FV_2_1_13_38","Live",49.5,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4426","FV",2006,2,1,13,39,"PIPO",1,5.9,"FV_2_1_13_39","Live",5.4,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4427","FV",2011,2,1,13,39,"PIPO",1,6.2,"FV_2_1_13_39","Live",5.9,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4428","FV",2019,2,1,13,39,"PIPO",1,6.5,"FV_2_1_13_39","Live",6.2,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4429","FV",2006,2,1,13,4,"PIPO",1,35.3,"FV_2_1_13_4","Live",34.7,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4430","FV",2011,2,1,13,4,"PIPO",1,35.7,"FV_2_1_13_4","Live",35.3,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4431","FV",2019,2,1,13,4,"PIPO",1,37.5,"FV_2_1_13_4","Live",35.7,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4432","FV",2006,2,1,13,41,"PIPO",1,44.6,"FV_2_1_13_41","Live",43.2,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4433","FV",2011,2,1,13,41,"PIPO",1,45,"FV_2_1_13_41","Live",44.6,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4434","FV",2019,2,1,13,41,"PIPO",1,46.5,"FV_2_1_13_41","Live",45,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4435","FV",2006,2,1,13,42,"PIPO",1,8.6,"FV_2_1_13_42","Live",8.5,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4436","FV",2011,2,1,13,42,"PIPO",1,8.4,"FV_2_1_13_42","Live",8.6,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4437","FV",2019,2,1,13,42,"PIPO",3,NA,"FV_2_1_13_42","Dead",8.4,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4438","FV",2006,2,1,13,44,"PIPO",1,18.3,"FV_2_1_13_44","Live",18,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4439","FV",2011,2,1,13,44,"PIPO",1,18.2,"FV_2_1_13_44","Live",18.3,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4440","FV",2019,2,1,13,44,"PIPO",1,18.4,"FV_2_1_13_44","Live",18.2,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4441","FV",2006,2,1,13,46,"PIPO",1,12.4,"FV_2_1_13_46","Live",12.1,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4442","FV",2011,2,1,13,46,"PIPO",1,12.8,"FV_2_1_13_46","Live",12.4,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4443","FV",2019,2,1,13,46,"PIPO",1,13.8,"FV_2_1_13_46","Live",12.8,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4444","FV",2006,2,1,13,5,"PIPO",1,20.1,"FV_2_1_13_5","Live",19,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4445","FV",2011,2,1,13,5,"PIPO",1,20.2,"FV_2_1_13_5","Live",20.1,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4446","FV",2019,2,1,13,5,"PIPO",1,21.2,"FV_2_1_13_5","Live",20.2,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4447","FV",2006,2,1,13,6,"PIPO",1,30.6,"FV_2_1_13_6","Live",29,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4448","FV",2011,2,1,13,6,"PIPO",1,31.6,"FV_2_1_13_6","Live",30.6,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4449","FV",2019,2,1,13,6,"PIPO",1,33.7,"FV_2_1_13_6","Live",31.6,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4450","FV",2006,2,1,13,7,"PIPO",1,4.9,"FV_2_1_13_7","Live",4.8,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4451","FV",2011,2,1,13,7,"PIPO",1,5.1,"FV_2_1_13_7","Live",4.9,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4452","FV",2019,2,1,13,7,"PIPO",1,5,"FV_2_1_13_7","Live",5.1,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4453","FV",2006,2,1,13,8,"PIPO",1,31.5,"FV_2_1_13_8","Live",29.9,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4454","FV",2011,2,1,13,8,"PIPO",1,32,"FV_2_1_13_8","Live",31.5,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4455","FV",2019,2,1,13,8,"PIPO",1,33.7,"FV_2_1_13_8","Live",32,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4456","FV",2006,2,1,13,9,"PIPO",1,3.2,"FV_2_1_13_9","Live",2.4,1998,"FV_2_1_13",48.18173745,45.9757452,63.5552030475,8.58951237913154,17.7404497507166
"4457","FV",2011,2,1,13,9,"PIPO",1,4.1,"FV_2_1_13_9","Live",3.2,2006,"FV_2_1_13",46.985317995,48.18173745,61.126903552,7.72139356458347,33.6083938256629
"4458","FV",2019,2,1,13,9,"PIPO",1,4.7,"FV_2_1_13_9","Live",4.1,2011,"FV_2_1_13",49.460820255,46.985317995,58.78426395875,7.65540871615462,51.1831676106043
"4459","FV",2006,2,1,14,1,"PIPO",1,40.7,"FV_2_1_14_1","Live",40.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4460","FV",2011,2,1,14,1,"PIPO",1,40.7,"FV_2_1_14_1","Live",40.7,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4461","FV",2019,2,1,14,1,"PIPO",1,41.5,"FV_2_1_14_1","Live",40.7,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4462","FV",2006,2,1,14,10,"PIPO",1,35.1,"FV_2_1_14_10","Live",34.2,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4463","FV",2011,2,1,14,10,"PIPO",1,35.8,"FV_2_1_14_10","Live",35.1,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4464","FV",2019,2,1,14,10,"PIPO",1,38.1,"FV_2_1_14_10","Live",35.8,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4465","FV",2006,2,1,14,11,"PIPO",1,30.5,"FV_2_1_14_11","Live",29.8,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4466","FV",2011,2,1,14,11,"PIPO",1,30.7,"FV_2_1_14_11","Live",30.5,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4467","FV",2019,2,1,14,11,"PIPO",1,31.8,"FV_2_1_14_11","Live",30.7,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4468","FV",2006,2,1,14,12,"PIPO",1,30.9,"FV_2_1_14_12","Live",30.8,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4469","FV",2011,2,1,14,12,"PIPO",1,31.3,"FV_2_1_14_12","Live",30.9,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4470","FV",2019,2,1,14,12,"PIPO",1,31.4,"FV_2_1_14_12","Live",31.3,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4471","FV",2006,2,1,14,13,"PIPO",1,29.7,"FV_2_1_14_13","Live",28.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4472","FV",2011,2,1,14,13,"PIPO",1,29.9,"FV_2_1_14_13","Live",29.7,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4473","FV",2019,2,1,14,13,"PIPO",1,31.5,"FV_2_1_14_13","Live",29.9,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4474","FV",2006,2,1,14,14,"PIPO",1,44.4,"FV_2_1_14_14","Live",44.1,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4475","FV",2011,2,1,14,14,"PIPO",1,44.7,"FV_2_1_14_14","Live",44.4,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4476","FV",2019,2,1,14,14,"PIPO",1,45.4,"FV_2_1_14_14","Live",44.7,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4477","FV",2006,2,1,14,16,"PIPO",1,20.2,"FV_2_1_14_16","Live",20.1,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4478","FV",2011,2,1,14,16,"PIPO",1,21,"FV_2_1_14_16","Live",20.2,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4479","FV",2019,2,1,14,16,"PIPO",1,21.5,"FV_2_1_14_16","Live",21,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4480","FV",2006,2,1,14,17,"PIPO",1,8.7,"FV_2_1_14_17","Live",8.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4481","FV",2011,2,1,14,17,"PIPO",1,8.6,"FV_2_1_14_17","Live",8.7,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4482","FV",2019,2,1,14,17,"PIPO",1,8.7,"FV_2_1_14_17","Live",8.6,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4483","FV",2006,2,1,14,18,"PIPO",1,10.1,"FV_2_1_14_18","Live",9.6,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4484","FV",2011,2,1,14,18,"PIPO",1,9.9,"FV_2_1_14_18","Live",10.1,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4485","FV",2019,2,1,14,18,"PIPO",1,10.3,"FV_2_1_14_18","Live",9.9,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4486","FV",2006,2,1,14,2,"PIPO",1,29.5,"FV_2_1_14_2","Live",28.9,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4487","FV",2011,2,1,14,2,"PIPO",1,29.3,"FV_2_1_14_2","Live",29.5,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4488","FV",2019,2,1,14,2,"PIPO",1,31.6,"FV_2_1_14_2","Live",29.3,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4489","FV",2006,2,1,14,22,"PIPO",1,27.8,"FV_2_1_14_22","Live",27,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4490","FV",2011,2,1,14,22,"PIPO",1,28.2,"FV_2_1_14_22","Live",27.8,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4491","FV",2019,2,1,14,22,"PIPO",1,29.2,"FV_2_1_14_22","Live",28.2,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4492","FV",2006,2,1,14,23,"PIPO",1,28.9,"FV_2_1_14_23","Live",28.3,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4493","FV",2011,2,1,14,23,"PIPO",1,29.2,"FV_2_1_14_23","Live",28.9,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4494","FV",2019,2,1,14,23,"PIPO",1,30.1,"FV_2_1_14_23","Live",29.2,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4495","FV",2006,2,1,14,24,"PIPO",1,27.5,"FV_2_1_14_24","Live",27,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4496","FV",2011,2,1,14,24,"PIPO",1,27.5,"FV_2_1_14_24","Live",27.5,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4497","FV",2019,2,1,14,24,"PIPO",1,27.8,"FV_2_1_14_24","Live",27.5,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4498","FV",2006,2,1,14,25,"PIPO",1,33.3,"FV_2_1_14_25","Live",33.2,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4499","FV",2011,2,1,14,25,"PIPO",1,33.2,"FV_2_1_14_25","Live",33.3,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4500","FV",2019,2,1,14,25,"PIPO",1,33.5,"FV_2_1_14_25","Live",33.2,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4501","FV",2006,2,1,14,26,"PIPO",1,4.2,"FV_2_1_14_26","Live",3.4,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4502","FV",2011,2,1,14,26,"PIPO",1,4,"FV_2_1_14_26","Live",4.2,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4503","FV",2019,2,1,14,26,"PIPO",1,4.9,"FV_2_1_14_26","Live",4,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4504","FV",2006,2,1,14,27,"PIPO",1,6.6,"FV_2_1_14_27","Live",6.6,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4505","FV",2011,2,1,14,27,"PIPO",3,NA,"FV_2_1_14_27","Dead",6.6,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4506","FV",2006,2,1,14,28,"PIPO",1,21,"FV_2_1_14_28","Live",20.9,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4507","FV",2011,2,1,14,28,"PIPO",1,21.6,"FV_2_1_14_28","Live",21,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4508","FV",2019,2,1,14,28,"PIPO",1,22.3,"FV_2_1_14_28","Live",21.6,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4509","FV",2006,2,1,14,29,"PIPO",1,31.2,"FV_2_1_14_29","Live",30.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4510","FV",2011,2,1,14,29,"PIPO",1,31.8,"FV_2_1_14_29","Live",31.2,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4511","FV",2019,2,1,14,29,"PIPO",1,33,"FV_2_1_14_29","Live",31.8,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4512","FV",2006,2,1,14,3,"PIPO",1,25.5,"FV_2_1_14_3","Live",24.9,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4513","FV",2011,2,1,14,3,"PIPO",1,25.5,"FV_2_1_14_3","Live",25.5,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4514","FV",2019,2,1,14,3,"PIPO",1,26.6,"FV_2_1_14_3","Live",25.5,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4515","FV",2006,2,1,14,30,"PIPO",1,6.8,"FV_2_1_14_30","Live",6.7,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4516","FV",2011,2,1,14,30,"PIPO",3,NA,"FV_2_1_14_30","Dead",6.8,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4517","FV",2006,2,1,14,31,"PIPO",1,5.9,"FV_2_1_14_31","Live",6,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4518","FV",2006,2,1,14,32,"PIPO",1,40.7,"FV_2_1_14_32","Live",39.8,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4519","FV",2011,2,1,14,32,"PIPO",1,41.4,"FV_2_1_14_32","Live",40.7,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4520","FV",2019,2,1,14,32,"PIPO",1,43,"FV_2_1_14_32","Live",41.4,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4521","FV",2006,2,1,14,33,"PIPO",1,4.4,"FV_2_1_14_33","Live",4.2,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4522","FV",2006,2,1,14,34,"PIPO",1,17.1,"FV_2_1_14_34","Live",17.4,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4523","FV",2011,2,1,14,34,"PIPO",1,16.9,"FV_2_1_14_34","Live",17.1,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4524","FV",2019,2,1,14,34,"PIPO",3,NA,"FV_2_1_14_34","Dead",16.9,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4525","FV",2006,2,1,14,35,"PIPO",1,39,"FV_2_1_14_35","Live",38.9,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4526","FV",2011,2,1,14,35,"PIPO",1,39.3,"FV_2_1_14_35","Live",39,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4527","FV",2019,2,1,14,35,"PIPO",1,41.2,"FV_2_1_14_35","Live",39.3,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4528","FV",2006,2,1,14,36,"PIPO",1,4.4,"FV_2_1_14_36","Live",4.2,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4529","FV",2011,2,1,14,36,"PIPO",1,4.5,"FV_2_1_14_36","Live",4.4,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4530","FV",2019,2,1,14,36,"PIPO",1,4.9,"FV_2_1_14_36","Live",4.5,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4531","FV",2006,2,1,14,37,"PIPO",1,40.2,"FV_2_1_14_37","Live",39.4,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4532","FV",2011,2,1,14,37,"PIPO",1,41,"FV_2_1_14_37","Live",40.2,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4533","FV",2019,2,1,14,37,"PIPO",1,42,"FV_2_1_14_37","Live",41,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4534","FV",2006,2,1,14,39,"PIPO",1,41.6,"FV_2_1_14_39","Live",40.9,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4535","FV",2011,2,1,14,39,"PIPO",1,41.9,"FV_2_1_14_39","Live",41.6,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4536","FV",2019,2,1,14,39,"PIPO",1,43.2,"FV_2_1_14_39","Live",41.9,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4537","FV",2006,2,1,14,4,"PIPO",1,30,"FV_2_1_14_4","Live",28.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4538","FV",2011,2,1,14,4,"PIPO",1,30.1,"FV_2_1_14_4","Live",30,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4539","FV",2019,2,1,14,4,"PIPO",1,32.3,"FV_2_1_14_4","Live",30.1,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4540","FV",2006,2,1,14,40,"PIPO",1,10.5,"FV_2_1_14_40","Live",10.4,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4541","FV",2011,2,1,14,40,"PIPO",1,10.3,"FV_2_1_14_40","Live",10.5,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4542","FV",2019,2,1,14,40,"PIPO",1,10.2,"FV_2_1_14_40","Live",10.3,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4543","FV",2006,2,1,14,5,"PIPO",1,10.3,"FV_2_1_14_5","Live",10.2,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4544","FV",2011,2,1,14,5,"PIPO",1,10.1,"FV_2_1_14_5","Live",10.3,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4545","FV",2006,2,1,14,6,"PIPO",1,18.3,"FV_2_1_14_6","Live",18,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4546","FV",2011,2,1,14,6,"PIPO",1,17.8,"FV_2_1_14_6","Live",18.3,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4547","FV",2019,2,1,14,6,"PIPO",1,18.1,"FV_2_1_14_6","Live",17.8,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4548","FV",2006,2,1,14,7,"PIPO",1,15.8,"FV_2_1_14_7","Live",16.1,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4549","FV",2011,2,1,14,7,"PIPO",1,15.7,"FV_2_1_14_7","Live",15.8,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4550","FV",2019,2,1,14,7,"PIPO",1,15.9,"FV_2_1_14_7","Live",15.7,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4551","FV",2006,2,1,14,8,"PIPO",1,27.1,"FV_2_1_14_8","Live",26.5,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4552","FV",2011,2,1,14,8,"PIPO",1,27.1,"FV_2_1_14_8","Live",27.1,2006,"FV_2_1_14",47.68764231,47.229302505,57.618367348,7.72139356458347,33.9945260702803
"4553","FV",2019,2,1,14,8,"PIPO",1,27.7,"FV_2_1_14_8","Live",27.1,2011,"FV_2_1_14",50.136774765,47.68764231,56.64732143,7.65540871615462,51.4036653948054
"4554","FV",2006,2,1,14,9,"PIPO",3,NA,"FV_2_1_14_9","Dead",6.3,1998,"FV_2_1_14",47.229302505,45.752554155,61.47895408125,8.58951237913154,18.0399363176801
"4555","FV",2006,2,1,15,10,"PIPO",1,36.3,"FV_2_1_15_10","Live",36,1998,"FV_2_1_15",35.57214045,34.725027645,52.2405303025,8.58951237913154,17.5805459714996
"4556","FV",2011,2,1,15,10,"PIPO",1,36.5,"FV_2_1_15_10","Live",36.3,2006,"FV_2_1_15",36.13362291,35.57214045,47.107070708,7.72139356458347,35.0777405777451
"4557","FV",2019,2,1,15,10,"PIPO",1,37,"FV_2_1_15_10","Live",36.5,2011,"FV_2_1_15",36.834690585,36.13362291,44.5770202,7.65540871615462,53.5329635384516
"4558","FV",2006,2,1,15,11,"PIPO",1,26.5,"FV_2_1_15_11","Live",26.1,1998,"FV_2_1_15",35.57214045,34.725027645,52.2405303025,8.58951237913154,17.5805459714996
"4559","FV",2011,2,1,15,11,"PIPO",1,27.2,"FV_2_1_15_11","Live",26.5,2006,"FV_2_1_15",36.13362291,35.57214045,47.107070708,7.72139356458347,35.0777405777451
"4560","FV",2019,2,1,15,11,"PIPO",1,28.4,"FV_2_1_15_11","Live",27.2,2011,"FV_2_1_15",36.834690585,36.13362291,44.5770202,7.65540871615462,53.5329635384516
"4561","FV",2006,2,1,15,2,"PIPO",1,50.5,"FV_2_1_15_2","Live",49.2,1998,"FV_2_1_15",35.57214045,34.725027645,52.2405303025,8.58951237913154,17.5805459714996
