"","Card_number","Site_transect","Site","Transect","Side","Year_tagged","Observer","Depth_ft","Shore_dist_m","Distance_m","Max_Diam_1_cm","X_coordinates_m","Y_coordinates_m","Visit_ID","Visit_Date","Stipe_num","Presence","Visit_interval","prev_Stipes","Month","Year","prev_Visit_Date","sst_mean","wave_h_mean_cm","wave_p_mean","Substrate_Code","max_slope"
"3084",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R0","2015-08-28",37,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
"3085",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R1","2015-12-18",33,1,1,37,12,2015,"2015-08-28",19.836875,62.2589285714286,2.49580935490174,"B",0
"3086",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R2","2016-03-31",52,1,2,33,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",0
"3087",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R3","2016-06-23",32,1,3,52,6,2016,"2016-03-31",14.9315476190476,60.7142857142857,2.04212074552776,"B",0
"3088",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R4","2016-08-17",12,1,4,32,8,2016,"2016-06-23",18.9585454545455,55.4727272727273,1.4933740760554,"B",0
"3089",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R5","2016-11-30",28,1,5,12,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3090",2310,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",38.8272,760.42,66,51,236421.2865,3810602.497,"R6","2017-03-09",NA,0,6,28,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",0
"3091",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R0","2015-09-17",14,1,0,NA,9,2015,NA,NA,NA,NA,"B",1
"3092",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R1","2015-12-18",2,1,1,14,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",1
"3093",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R2","2016-03-31",4,1,2,2,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",1
"3094",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R3","2016-06-23",6,1,3,4,6,2016,"2016-03-31",14.9315476190476,60.7142857142857,2.04212074552776,"B",1
"3095",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R4","2016-08-17",6,1,4,6,8,2016,"2016-06-23",18.9585454545455,55.4727272727273,1.4933740760554,"B",1
"3096",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R5","2016-11-30",12,1,5,6,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",1
"3097",2330,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",29.0241,569.42,257,52,236501.8146,3810775.691,"R6","2017-03-09",NA,0,6,12,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",1
"3098",2628,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",31.131,589.42,237,70,236499.2849,3810770.251,"R0","2015-09-17",23,1,0,NA,9,2015,NA,NA,NA,NA,"B",1
"3099",2628,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",31.131,589.42,237,70,236499.2849,3810770.251,"R1","2015-12-18",4,1,1,23,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",1
"3100",2628,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",31.131,589.42,237,70,236499.2849,3810770.251,"R9","2018-02-02",18,1,2,4,2,2018,"2015-12-18",16.1535521235521,56.6692406692407,2.25245482099595,"B",1
"3101",2628,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",31.131,589.42,237,70,236499.2849,3810770.251,"R10","2018-06-07",22,1,3,18,6,2018,"2018-02-02",13.71872,49.2,1.36694457527575,"B",1
"3102",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R0","2015-09-17",47,1,0,NA,9,2015,NA,NA,NA,NA,"B",0
"3103",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R1","2015-12-18",8,1,1,47,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",0
"3104",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R2","2016-03-31",0,1,2,8,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",0
"3105",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R3","2016-06-23",8,1,3,0,6,2016,"2016-03-31",14.9315476190476,60.7142857142857,2.04212074552776,"B",0
"3106",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R4","2016-08-17",6,1,4,8,8,2016,"2016-06-23",18.9585454545455,55.4727272727273,1.4933740760554,"B",0
"3107",2848,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",36.4913,599.42,227,83,236489.1662,3810748.488,"R7","2017-06-15",NA,0,5,6,6,2017,"2016-08-17",15.3235761589404,56.1854304635762,2.13661212568143,"B",0
"3108",2855,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",27.7511,804.42,22,30,236402.7355,3810562.599,"R0","2015-08-28",16,1,0,NA,8,2015,NA,NA,NA,NA,"BO",1
"3109",2855,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",27.7511,804.42,22,30,236402.7355,3810562.599,"R1","2015-12-18",29,1,1,16,12,2015,"2015-08-28",19.836875,62.2589285714286,2.49580935490174,"BO",1
"3110",2855,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",27.7511,804.42,22,30,236402.7355,3810562.599,"R3","2016-06-23",26,1,2,29,6,2016,"2015-12-18",14.9878723404255,73.3510638297872,3.90276831197464,"BO",1
"3111",2855,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",27.7511,804.42,22,30,236402.7355,3810562.599,"R5","2016-11-30",32,1,3,26,11,2016,"2016-06-23",18.1436875,55.80625,1.71671870260753,"BO",1
"3112",2855,"Isla Vista_4","Isla Vista",4,"East",1,"Sarah Sampson",27.7511,804.42,22,30,236402.7355,3810562.599,"R6","2017-03-09",NA,0,4,32,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"BO",1
"3113",2857,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",41.7288,594.42,232,41,236491.2742,3810753.022,"R0","2015-09-17",13,1,0,NA,9,2015,NA,NA,NA,NA,"B",0
"3114",2857,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",41.7288,594.42,232,41,236491.2742,3810753.022,"R1","2015-12-18",NA,0,1,13,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",0
"3115",2874,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",37.8672,611.42,215,43,236484.1068,3810737.607,"R0","2015-09-17",25,1,0,NA,9,2015,NA,NA,NA,NA,"B",0
"3116",2874,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",37.8672,611.42,215,43,236484.1068,3810737.607,"R1","2015-12-18",5,1,1,25,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",0
"3117",2874,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",37.8672,611.42,215,43,236484.1068,3810737.607,"R2","2016-03-31",13,1,2,5,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",0
"3118",2874,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",37.8672,611.42,215,43,236484.1068,3810737.607,"R4","2016-08-17",16,1,3,13,8,2016,"2016-03-31",16.524964028777,58.6402877697842,1.82499076839841,"B",0
"3119",2874,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",37.8672,611.42,215,43,236484.1068,3810737.607,"R5","2016-11-30",NA,0,4,16,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3120",2877,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",36.6179,548.42,278,40,236510.6684,3810794.734,"R0","2015-09-17",23,1,0,NA,9,2015,NA,NA,NA,NA,"BO",1
"3121",2877,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",36.6179,548.42,278,40,236510.6684,3810794.734,"R1","2015-12-18",NA,0,1,23,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"BO",1
"3122",2896,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",28.0241,546.42,280,38,236511.5117,3810796.547,"R0","2015-09-17",18,1,0,NA,9,2015,NA,NA,NA,NA,"B",1
"3123",2896,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",28.0241,546.42,280,38,236511.5117,3810796.547,"R1","2015-12-18",10,1,1,18,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",1
"3124",2896,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",28.0241,546.42,280,38,236511.5117,3810796.547,"R2","2016-03-31",NA,0,2,10,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",1
"3125",2897,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",39.7288,579.42,247,29,236497.5984,3810766.624,"R0","2015-09-17",8,1,0,NA,9,2015,NA,NA,NA,NA,"B",0
"3126",2897,"Isla Vista_4","Isla Vista",4,"West",1,"Sarah Sampson",39.7288,579.42,247,29,236497.5984,3810766.624,"R1","2015-12-18",NA,0,1,8,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",0
"3127",2928,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",29.0241,589.42,237,70,236493.3823,3810757.556,"R0","2015-09-17",23,1,0,NA,9,2015,NA,NA,NA,NA,"B",1
"3128",2928,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",29.0241,589.42,237,70,236493.3823,3810757.556,"R1","2015-12-18",4,1,1,23,12,2015,"2015-09-17",19.4188043478261,63.8695652173913,2.68287565097675,"B",1
"3129",2928,"Isla Vista_4","Isla Vista",4,"East",1,"Christie Yorke",29.0241,589.42,237,70,236493.3823,3810757.556,"R2","2016-03-31",NA,0,2,4,3,2016,"2015-12-18",15.0333653846154,83.5576923076923,5.40559903872019,"B",1
"3130",1925,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",15.7458,756.42,70,40,236422.9729,3810606.124,"R0","2016-08-17",11,1,0,NA,8,2016,NA,NA,NA,NA,"C",0
"3131",1925,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",15.7458,756.42,70,40,236422.9729,3810606.124,"R5","2016-11-30",11,1,1,11,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"C",0
"3132",1925,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",15.7458,756.42,70,40,236422.9729,3810606.124,"R6","2017-03-09",NA,0,2,11,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"C",0
"3133",1930,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",38.4913,595.42,231,15,236490.8526,3810752.115,"R0","2016-08-17",11,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3134",1930,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",38.4913,595.42,231,15,236490.8526,3810752.115,"R5","2016-11-30",NA,0,1,11,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3135",1938,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",35.6179,731.42,95,50,236433.5132,3810628.794,"R0","2016-08-17",27,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3136",1938,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",35.6179,731.42,95,50,236433.5132,3810628.794,"R5","2016-11-30",10,1,1,27,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3137",1938,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",35.6179,731.42,95,50,236433.5132,3810628.794,"R8","2017-10-19",43,1,2,10,10,2017,"2016-11-30",15.8685448916409,50.8544891640867,1.76550398199251,"B",0
"3138",1938,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",35.6179,731.42,95,50,236433.5132,3810628.794,"R9","2018-02-02",NA,0,3,43,2,2018,"2017-10-19",16.0854716981132,46.1037735849057,1.6179639119041,"B",0
"3139",1941,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",31.0241,777.42,49,30,236414.119,3810587.082,"R0","2016-08-17",10,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3140",1941,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",31.0241,777.42,49,30,236414.119,3810587.082,"R5","2016-11-30",NA,0,1,10,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3141",1950,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",22.738,724.42,102,40,236436.4645,3810635.141,"R0","2016-08-17",18,1,0,NA,8,2016,NA,NA,NA,NA,"BO",0
"3142",1950,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",22.738,724.42,102,40,236436.4645,3810635.141,"R5","2016-11-30",NA,0,1,18,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"BO",0
"3143",1960,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",24.2353,588.42,238,60,236493.8039,3810758.463,"R0","2016-08-17",32,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3144",1960,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",24.2353,588.42,238,60,236493.8039,3810758.463,"R5","2016-11-30",23,1,1,32,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3145",1960,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",24.2353,588.42,238,60,236493.8039,3810758.463,"R6","2017-03-09",NA,0,2,23,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",0
"3146",2001,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",32.1015,590.42,236,30,236492.9607,3810756.649,"R0","2016-08-17",6,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"3147",2001,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",32.1015,590.42,236,30,236492.9607,3810756.649,"R5","2016-11-30",9,1,1,6,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",1
"3148",2001,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",32.1015,590.42,236,30,236492.9607,3810756.649,"R6","2017-03-09",NA,0,2,9,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",1
"3149",2151,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",41.1389,757.42,69,120,236422.5513,3810605.218,"R0","2016-08-17",58,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3150",2151,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",41.1389,757.42,69,120,236422.5513,3810605.218,"R5","2016-11-30",30,1,1,58,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3151",2151,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",41.1389,757.42,69,120,236422.5513,3810605.218,"R6","2017-03-09",NA,0,2,30,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",0
"3152",2160,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",40.6881,781.42,45,200,236412.4326,3810583.455,"R0","2016-08-17",86,1,0,NA,8,2016,NA,NA,NA,NA,"BO",1
"3153",2160,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",40.6881,781.42,45,200,236412.4326,3810583.455,"R5","2016-11-30",17,1,1,86,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"BO",1
"3154",2160,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",40.6881,781.42,45,200,236412.4326,3810583.455,"R6","2017-03-09",NA,0,2,17,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"BO",1
"3155",2162,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",33.6553,695.42,131,35,236448.6913,3810661.438,"R0","2016-08-17",29,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3156",2162,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",33.6553,695.42,131,35,236448.6913,3810661.438,"R5","2016-11-30",31,1,1,29,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3157",2162,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",33.6553,695.42,131,35,236448.6913,3810661.438,"R6","2017-03-09",NA,0,2,31,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",0
"3158",2166,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,812.42,14,60,236399.3626,3810555.345,"R0","2016-08-17",16,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3159",2166,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,812.42,14,60,236399.3626,3810555.345,"R5","2016-11-30",NA,0,1,16,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3160",2168,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",38.6881,771.42,55,40,236416.6487,3810592.523,"R0","2016-08-17",36,1,0,NA,8,2016,NA,NA,NA,NA,"S",1
"3161",2168,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",38.6881,771.42,55,40,236416.6487,3810592.523,"R5","2016-11-30",25,1,1,36,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"S",1
"3162",2168,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",38.6881,771.42,55,40,236416.6487,3810592.523,"R6","2017-03-09",7,1,2,25,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"S",1
"3163",2168,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",38.6881,771.42,55,40,236416.6487,3810592.523,"R8","2017-10-19",21,1,3,7,10,2017,"2017-03-09",16.6541071428571,48.6383928571429,1.41909130088707,"S",1
"3164",2168,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",38.6881,771.42,55,40,236416.6487,3810592.523,"R9","2018-02-02",NA,0,4,21,2,2018,"2017-10-19",16.0854716981132,46.1037735849057,1.6179639119041,"S",1
"3165",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R0","2016-08-17",28,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
"3166",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R5","2016-11-30",26,1,1,28,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"S",0
"3167",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R6","2017-03-09",4,1,2,26,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"S",0
"3168",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R7","2017-06-15",18,1,3,4,6,2017,"2017-03-09",14.004387755102,56.7244897959184,2.04424600955874,"S",0
"3169",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R8","2017-10-19",13,1,4,18,10,2017,"2017-06-15",18.715,42.3492063492063,0.932859860809101,"S",0
"3170",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R9","2018-02-02",13,1,5,13,2,2018,"2017-10-19",16.0854716981132,46.1037735849057,1.6179639119041,"S",0
"3171",2169,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",43.6881,815.42,11,80,236398.0977,3810552.625,"R10","2018-06-07",19,1,6,13,6,2018,"2018-02-02",13.71872,49.2,1.36694457527575,"S",0
"3172",2175,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",38.6553,762.42,64,80,236420.4432,3810600.684,"R0","2016-08-17",44,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"3173",2175,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",38.6553,762.42,64,80,236420.4432,3810600.684,"R5","2016-11-30",12,1,1,44,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",1
"3174",2175,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",38.6553,762.42,64,80,236420.4432,3810600.684,"R6","2017-03-09",NA,0,2,12,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",1
"3175",2177,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",24.757,598.42,228,20,236489.5878,3810749.395,"R0","2016-08-17",8,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3176",2177,"Isla Vista_4","Isla Vista",4,"West",2,"Sarah Sampson",24.757,598.42,228,20,236489.5878,3810749.395,"R5","2016-11-30",NA,0,1,8,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3177",2178,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",37.6553,751.42,75,60,236425.081,3810610.658,"R0","2016-08-17",37,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3178",2178,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",37.6553,751.42,75,60,236425.081,3810610.658,"R5","2016-11-30",37,1,1,37,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3179",2178,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",37.6553,751.42,75,60,236425.081,3810610.658,"R6","2017-03-09",NA,0,2,37,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"B",0
"3180",2179,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",36.6553,736.42,90,45,236431.4052,3810624.26,"R0","2016-08-17",2,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"3181",2179,"Isla Vista_4","Isla Vista",4,"East",2,"Jessica Madden",36.6553,736.42,90,45,236431.4052,3810624.26,"R5","2016-11-30",NA,0,1,2,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"B",0
"3182",2181,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",42.6881,809.42,17,100,236400.6274,3810558.065,"R0","2016-08-17",51,1,0,NA,8,2016,NA,NA,NA,NA,"S",1
"3183",2181,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",42.6881,809.42,17,100,236400.6274,3810558.065,"R5","2016-11-30",30,1,1,51,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"S",1
"3184",2181,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",42.6881,809.42,17,100,236400.6274,3810558.065,"R6","2017-03-09",5,1,2,30,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"S",1
"3185",2181,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",42.6881,809.42,17,100,236400.6274,3810558.065,"R7","2017-06-15",0,1,3,5,6,2017,"2017-03-09",14.004387755102,56.7244897959184,2.04424600955874,"S",1
"3186",2181,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",42.6881,809.42,17,100,236400.6274,3810558.065,"R8","2017-10-19",NA,0,4,0,10,2017,"2017-06-15",18.715,42.3492063492063,0.932859860809101,"S",1
"3187",2182,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,775.42,51,150,236414.9623,3810588.896,"R0","2016-08-17",70,1,0,NA,8,2016,NA,NA,NA,NA,"S",1
"3188",2182,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,775.42,51,150,236414.9623,3810588.896,"R5","2016-11-30",19,1,1,70,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"S",1
"3189",2182,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,775.42,51,150,236414.9623,3810588.896,"R6","2017-03-09",16,1,2,19,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"S",1
"3190",2182,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,775.42,51,150,236414.9623,3810588.896,"R7","2017-06-15",0,1,3,16,6,2017,"2017-03-09",14.004387755102,56.7244897959184,2.04424600955874,"S",1
"3191",2182,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,775.42,51,150,236414.9623,3810588.896,"R8","2017-10-19",NA,0,4,0,10,2017,"2017-06-15",18.715,42.3492063492063,0.932859860809101,"S",1
"3192",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R0","2016-08-17",12,1,0,NA,8,2016,NA,NA,NA,NA,"C",1
"3193",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R5","2016-11-30",16,1,1,12,11,2016,"2016-08-17",17.7168571428571,55.9809523809524,1.83370874508721,"C",1
"3194",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R6","2017-03-09",5,1,2,16,3,2017,"2016-11-30",14.0911111111111,55.8686868686869,2.54930641196847,"C",1
"3195",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R7","2017-06-15",27,1,3,5,6,2017,"2017-03-09",14.004387755102,56.7244897959184,2.04424600955874,"C",1
"3196",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R8","2017-10-19",39,1,4,27,10,2017,"2017-06-15",18.715,42.3492063492063,0.932859860809101,"C",1
"3197",2186,"Isla Vista_4","Isla Vista",4,"East",2,"Kyle Emery",39.6881,780.42,46,50,236412.8542,3810584.362,"R9","2018-02-02",NA,0,5,39,2,2018,"2017-10-19",16.0854716981132,46.1037735849057,1.6179639119041,"C",1
